k,train_years,test_year,n_train,n_test,adj_rand,pitcher
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,4190,1408,0.96,"Glasnow, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,5598,1259,0.482,"Glasnow, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,6857,127,0.322,"Glasnow, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,6984,1908,0.332,"Glasnow, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,8892,1930,0.412,"Glasnow, Tyler"
5,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,10822,1743,0.514,"Glasnow, Tyler"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,1479,2797,0.296,"Wheeler, Zack"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,4276,3059,0.124,"Wheeler, Zack"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,7335,990,0.161,"Wheeler, Zack"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,8325,3102,0.177,"Wheeler, Zack"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,11427,2777,0.215,"Wheeler, Zack"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,14204,3453,0.368,"Wheeler, Zack"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,17657,3156,0.303,"Wheeler, Zack"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,20813,2296,0.034,"Wheeler, Zack"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,1479,2797,0.279,"Wheeler, Zack"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,4276,3059,0.264,"Wheeler, Zack"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,7335,990,0.301,"Wheeler, Zack"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,8325,3102,0.421,"Wheeler, Zack"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,11427,2777,0.217,"Wheeler, Zack"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,14204,3453,0.342,"Wheeler, Zack"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,17657,3156,0.289,"Wheeler, Zack"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,20813,2296,0.32,"Wheeler, Zack"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,1479,2797,0.29,"Wheeler, Zack"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,4276,3059,0.325,"Wheeler, Zack"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,7335,990,0.495,"Wheeler, Zack"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,8325,3102,0.401,"Wheeler, Zack"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,11427,2777,0.196,"Wheeler, Zack"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,14204,3453,0.335,"Wheeler, Zack"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,17657,3156,0.398,"Wheeler, Zack"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,20813,2296,0.329,"Wheeler, Zack"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2018,1479,2797,0.426,"Wheeler, Zack"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,4276,3059,0.4,"Wheeler, Zack"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,7335,990,0.337,"Wheeler, Zack"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,8325,3102,0.32,"Wheeler, Zack"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,11427,2777,0.21,"Wheeler, Zack"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,14204,3453,0.322,"Wheeler, Zack"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,17657,3156,0.419,"Wheeler, Zack"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,20813,2296,0.464,"Wheeler, Zack"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,4276,3059,0.34,"Wheeler, Zack"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,7335,990,0.342,"Wheeler, Zack"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,8325,3102,0.248,"Wheeler, Zack"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,11427,2777,0.188,"Wheeler, Zack"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,14204,3453,0.356,"Wheeler, Zack"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,17657,3156,0.416,"Wheeler, Zack"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,20813,2296,0.47,"Wheeler, Zack"
7,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,17657,3156,0.415,"Wheeler, Zack"
7,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,20813,2296,0.471,"Wheeler, Zack"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2018,165,2313,0.399,"Buehler, Walker"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2019,2478,2925,0.538,"Buehler, Walker"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2020,5403,994,0.437,"Buehler, Walker"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2021,6397,3380,0.363,"Buehler, Walker"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2022,9777,968,0.352,"Buehler, Walker"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2024,10745,1517,0.309,"Buehler, Walker"
2,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2025,12262,2109,0.172,"Buehler, Walker"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2018,165,2313,0.486,"Buehler, Walker"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2019,2478,2925,0.409,"Buehler, Walker"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2020,5403,994,0.442,"Buehler, Walker"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2021,6397,3380,0.407,"Buehler, Walker"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2022,9777,968,0.352,"Buehler, Walker"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2024,10745,1517,0.283,"Buehler, Walker"
3,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2025,12262,2109,0.154,"Buehler, Walker"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2018,165,2313,0.549,"Buehler, Walker"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2019,2478,2925,0.534,"Buehler, Walker"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2020,5403,994,0.486,"Buehler, Walker"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2021,6397,3380,0.396,"Buehler, Walker"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2022,9777,968,0.288,"Buehler, Walker"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2024,10745,1517,0.295,"Buehler, Walker"
4,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2025,12262,2109,0.162,"Buehler, Walker"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2019,2478,2925,0.504,"Buehler, Walker"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2020,5403,994,0.41,"Buehler, Walker"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2021,6397,3380,0.359,"Buehler, Walker"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2022,9777,968,0.289,"Buehler, Walker"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2024,10745,1517,0.286,"Buehler, Walker"
5,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2025,12262,2109,0.16,"Buehler, Walker"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2019,2478,2925,0.493,"Buehler, Walker"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2020,5403,994,0.514,"Buehler, Walker"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2021,6397,3380,0.391,"Buehler, Walker"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2022,9777,968,0.399,"Buehler, Walker"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2024,10745,1517,0.374,"Buehler, Walker"
6,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2025,12262,2109,0.308,"Buehler, Walker"
7,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2022,9777,968,0.391,"Buehler, Walker"
7,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2024,10745,1517,0.371,"Buehler, Walker"
7,"[2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025]",2025,12262,2109,0.287,"Buehler, Walker"
2,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2019,2894,2877,0.268,"Mikolas, Miles"
2,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2021,5771,650,0.209,"Mikolas, Miles"
2,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2022,6421,3148,0.262,"Mikolas, Miles"
2,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2023,9569,3094,0.229,"Mikolas, Miles"
2,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2024,12663,2629,0.171,"Mikolas, Miles"
2,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2025,15292,2400,0.219,"Mikolas, Miles"
3,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2019,2894,2877,0.301,"Mikolas, Miles"
3,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2021,5771,650,0.275,"Mikolas, Miles"
3,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2022,6421,3148,0.298,"Mikolas, Miles"
3,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2023,9569,3094,0.25,"Mikolas, Miles"
3,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2024,12663,2629,0.173,"Mikolas, Miles"
3,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2025,15292,2400,0.294,"Mikolas, Miles"
4,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2019,2894,2877,0.331,"Mikolas, Miles"
4,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2021,5771,650,0.315,"Mikolas, Miles"
4,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2022,6421,3148,0.375,"Mikolas, Miles"
4,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2023,9569,3094,0.29,"Mikolas, Miles"
4,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2024,12663,2629,0.219,"Mikolas, Miles"
4,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2025,15292,2400,0.364,"Mikolas, Miles"
5,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2019,2894,2877,0.275,"Mikolas, Miles"
5,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2021,5771,650,0.336,"Mikolas, Miles"
5,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2022,6421,3148,0.315,"Mikolas, Miles"
5,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2023,9569,3094,0.284,"Mikolas, Miles"
5,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2024,12663,2629,0.218,"Mikolas, Miles"
5,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2025,15292,2400,0.342,"Mikolas, Miles"
6,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2022,6421,3148,0.406,"Mikolas, Miles"
6,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2023,9569,3094,0.394,"Mikolas, Miles"
6,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2024,12663,2629,0.202,"Mikolas, Miles"
6,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2025,15292,2400,0.434,"Mikolas, Miles"
7,"[2018, 2019, 2021, 2022, 2023, 2024, 2025]",2025,15292,2400,0.402,"Mikolas, Miles"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2019,237,512,0.903,"Almonte, Yency"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2020,749,418,0.679,"Almonte, Yency"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2021,1167,856,0.568,"Almonte, Yency"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2022,2023,480,0.709,"Almonte, Yency"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2023,2503,774,0.698,"Almonte, Yency"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2024,3277,254,0.504,"Almonte, Yency"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2019,237,512,0.567,"Almonte, Yency"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2020,749,418,0.447,"Almonte, Yency"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2021,1167,856,0.417,"Almonte, Yency"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2022,2023,480,0.763,"Almonte, Yency"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2023,2503,774,0.758,"Almonte, Yency"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2024,3277,254,0.508,"Almonte, Yency"
4,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2020,749,418,0.645,"Almonte, Yency"
4,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2021,1167,856,0.395,"Almonte, Yency"
4,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2022,2023,480,0.654,"Almonte, Yency"
4,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2023,2503,774,0.701,"Almonte, Yency"
4,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2024,3277,254,0.505,"Almonte, Yency"
5,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2022,2023,480,0.767,"Almonte, Yency"
5,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2023,2503,774,0.697,"Almonte, Yency"
5,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2024,3277,254,0.542,"Almonte, Yency"
6,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",2024,3277,254,0.538,"Almonte, Yency"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,602,742,0.659,"Burnes, Corbin"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,1344,935,0.14,"Burnes, Corbin"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,2279,2588,0.191,"Burnes, Corbin"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,4867,3189,0.489,"Burnes, Corbin"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,8056,3061,0.438,"Burnes, Corbin"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,11117,2995,0.436,"Burnes, Corbin"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,14112,911,0.431,"Burnes, Corbin"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,602,742,0.347,"Burnes, Corbin"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,1344,935,0.144,"Burnes, Corbin"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,2279,2588,0.338,"Burnes, Corbin"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,4867,3189,0.497,"Burnes, Corbin"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,8056,3061,0.454,"Burnes, Corbin"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,11117,2995,0.393,"Burnes, Corbin"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,14112,911,0.584,"Burnes, Corbin"
4,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,602,742,0.776,"Burnes, Corbin"
4,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,1344,935,0.238,"Burnes, Corbin"
4,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,2279,2588,0.529,"Burnes, Corbin"
4,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,4867,3189,0.707,"Burnes, Corbin"
4,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,8056,3061,0.588,"Burnes, Corbin"
4,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,11117,2995,0.452,"Burnes, Corbin"
4,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,14112,911,0.497,"Burnes, Corbin"
5,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,602,742,0.548,"Burnes, Corbin"
5,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,1344,935,0.238,"Burnes, Corbin"
5,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,2279,2588,0.688,"Burnes, Corbin"
5,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,4867,3189,0.5,"Burnes, Corbin"
5,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,8056,3061,0.466,"Burnes, Corbin"
5,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,11117,2995,0.518,"Burnes, Corbin"
5,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,14112,911,0.397,"Burnes, Corbin"
6,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,1344,935,0.356,"Burnes, Corbin"
6,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,2279,2588,0.56,"Burnes, Corbin"
6,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,4867,3189,0.737,"Burnes, Corbin"
6,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,8056,3061,0.459,"Burnes, Corbin"
6,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,11117,2995,0.54,"Burnes, Corbin"
6,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,14112,911,0.357,"Burnes, Corbin"
7,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,11117,2995,0.419,"Burnes, Corbin"
7,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,14112,911,0.39,"Burnes, Corbin"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,145,660,0.357,"Suarez, Ranger"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,805,52,0.283,"Suarez, Ranger"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,857,1583,0.4,"Suarez, Ranger"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,2440,2737,0.268,"Suarez, Ranger"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,5177,2201,0.184,"Suarez, Ranger"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,7378,2279,0.258,"Suarez, Ranger"
2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,9657,2420,0.179,"Suarez, Ranger"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,145,660,0.476,"Suarez, Ranger"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,805,52,0.301,"Suarez, Ranger"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,857,1583,0.532,"Suarez, Ranger"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,2440,2737,0.471,"Suarez, Ranger"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,5177,2201,0.483,"Suarez, Ranger"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,7378,2279,0.471,"Suarez, Ranger"
3,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,9657,2420,0.452,"Suarez, Ranger"
4,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2019,145,660,0.557,"Suarez, Ranger"
4,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,805,52,0.258,"Suarez, Ranger"
4,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,857,1583,0.427,"Suarez, Ranger"
4,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,2440,2737,0.43,"Suarez, Ranger"
4,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,5177,2201,0.412,"Suarez, Ranger"
4,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,7378,2279,0.476,"Suarez, Ranger"
4,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,9657,2420,0.429,"Suarez, Ranger"
5,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,2440,2737,0.446,"Suarez, Ranger"
5,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,5177,2201,0.365,"Suarez, Ranger"
5,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,7378,2279,0.475,"Suarez, Ranger"
5,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,9657,2420,0.433,"Suarez, Ranger"
6,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,5177,2201,0.377,"Suarez, Ranger"
6,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,7378,2279,0.47,"Suarez, Ranger"
6,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,9657,2420,0.443,"Suarez, Ranger"
2,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,1256,1024,0.24,"Cease, Dylan"
2,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,2280,2899,0.618,"Cease, Dylan"
2,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,5179,3041,0.663,"Cease, Dylan"
2,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,8220,3174,0.708,"Cease, Dylan"
2,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,11394,3201,0.753,"Cease, Dylan"
2,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,14595,3019,0.653,"Cease, Dylan"
3,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,1256,1024,0.743,"Cease, Dylan"
3,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,2280,2899,0.434,"Cease, Dylan"
3,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,5179,3041,0.7,"Cease, Dylan"
3,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,8220,3174,0.712,"Cease, Dylan"
3,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,11394,3201,0.77,"Cease, Dylan"
3,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,14595,3019,0.678,"Cease, Dylan"
4,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,1256,1024,0.373,"Cease, Dylan"
4,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,2280,2899,0.467,"Cease, Dylan"
