k,train_years,test_year,n_train,n_test,adj_rand,pitcher
4,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,5179,3041,0.722,"Cease, Dylan"
4,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,8220,3174,0.755,"Cease, Dylan"
4,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,11394,3201,0.75,"Cease, Dylan"
4,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,14595,3019,0.693,"Cease, Dylan"
5,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,1256,1024,0.65,"Cease, Dylan"
5,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,2280,2899,0.587,"Cease, Dylan"
5,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,5179,3041,0.537,"Cease, Dylan"
5,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,8220,3174,0.682,"Cease, Dylan"
5,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,11394,3201,0.714,"Cease, Dylan"
5,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,14595,3019,0.6,"Cease, Dylan"
6,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,5179,3041,0.485,"Cease, Dylan"
6,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,8220,3174,0.64,"Cease, Dylan"
6,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,11394,3201,0.604,"Cease, Dylan"
6,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,14595,3019,0.577,"Cease, Dylan"
2,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,580,860,0.191,"Webb, Logan"
2,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,1440,2296,0.433,"Webb, Logan"
2,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,3736,2907,0.514,"Webb, Logan"
2,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,6643,3059,0.39,"Webb, Logan"
2,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,9702,3096,0.355,"Webb, Logan"
2,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,12798,3204,0.357,"Webb, Logan"
3,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,580,860,0.301,"Webb, Logan"
3,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,1440,2296,0.468,"Webb, Logan"
3,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,3736,2907,0.518,"Webb, Logan"
3,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,6643,3059,0.39,"Webb, Logan"
3,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,9702,3096,0.356,"Webb, Logan"
3,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,12798,3204,0.384,"Webb, Logan"
4,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2020,580,860,0.456,"Webb, Logan"
4,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,1440,2296,0.486,"Webb, Logan"
4,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,3736,2907,0.517,"Webb, Logan"
4,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,6643,3059,0.681,"Webb, Logan"
4,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,9702,3096,0.67,"Webb, Logan"
4,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,12798,3204,0.577,"Webb, Logan"
5,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2021,1440,2296,0.711,"Webb, Logan"
5,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2022,3736,2907,0.515,"Webb, Logan"
5,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2023,6643,3059,0.39,"Webb, Logan"
5,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2024,9702,3096,0.831,"Webb, Logan"
5,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2025,12798,3204,0.618,"Webb, Logan"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2021,990,2210,0.723,"Singer, Brady"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2022,3200,2316,0.795,"Singer, Brady"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2023,5516,2527,0.786,"Singer, Brady"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2024,8043,2874,0.693,"Singer, Brady"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2025,10917,2758,0.01,"Singer, Brady"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2021,990,2210,0.717,"Singer, Brady"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2022,3200,2316,0.733,"Singer, Brady"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2023,5516,2527,0.353,"Singer, Brady"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2024,8043,2874,0.692,"Singer, Brady"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2025,10917,2758,0.525,"Singer, Brady"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2021,990,2210,0.421,"Singer, Brady"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2022,3200,2316,0.723,"Singer, Brady"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2023,5516,2527,0.8,"Singer, Brady"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2024,8043,2874,0.656,"Singer, Brady"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2025,10917,2758,0.521,"Singer, Brady"
5,"[2020, 2021, 2022, 2023, 2024, 2025]",2024,8043,2874,0.664,"Singer, Brady"
5,"[2020, 2021, 2022, 2023, 2024, 2025]",2025,10917,2758,0.507,"Singer, Brady"
6,"[2020, 2021, 2022, 2023, 2024, 2025]",2025,10917,2758,0.502,"Singer, Brady"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2021,539,2447,0.3,"Skubal, Tarik"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2022,2986,1833,0.205,"Skubal, Tarik"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2023,4819,1161,0.34,"Skubal, Tarik"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2024,5980,3018,0.222,"Skubal, Tarik"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2025,8998,3072,0.038,"Skubal, Tarik"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2021,539,2447,0.331,"Skubal, Tarik"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2022,2986,1833,0.256,"Skubal, Tarik"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2023,4819,1161,0.132,"Skubal, Tarik"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2024,5980,3018,0.053,"Skubal, Tarik"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2025,8998,3072,0.025,"Skubal, Tarik"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2021,539,2447,0.275,"Skubal, Tarik"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2022,2986,1833,0.227,"Skubal, Tarik"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2023,4819,1161,0.296,"Skubal, Tarik"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2024,5980,3018,0.158,"Skubal, Tarik"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2025,8998,3072,0.045,"Skubal, Tarik"
5,"[2020, 2021, 2022, 2023, 2024, 2025]",2022,2986,1833,0.299,"Skubal, Tarik"
5,"[2020, 2021, 2022, 2023, 2024, 2025]",2023,4819,1161,0.287,"Skubal, Tarik"
5,"[2020, 2021, 2022, 2023, 2024, 2025]",2024,5980,3018,0.289,"Skubal, Tarik"
5,"[2020, 2021, 2022, 2023, 2024, 2025]",2025,8998,3072,0.238,"Skubal, Tarik"
6,"[2020, 2021, 2022, 2023, 2024, 2025]",2022,2986,1833,0.315,"Skubal, Tarik"
6,"[2020, 2021, 2022, 2023, 2024, 2025]",2023,4819,1161,0.477,"Skubal, Tarik"
6,"[2020, 2021, 2022, 2023, 2024, 2025]",2024,5980,3018,0.328,"Skubal, Tarik"
6,"[2020, 2021, 2022, 2023, 2024, 2025]",2025,8998,3072,0.291,"Skubal, Tarik"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2021,509,1917,0.644,"McKenzie, Triston"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2022,2426,2928,0.555,"McKenzie, Triston"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2023,5354,221,0.582,"McKenzie, Triston"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2024,5575,1221,0.613,"McKenzie, Triston"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2025,6796,97,0.896,"McKenzie, Triston"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2021,509,1917,0.659,"McKenzie, Triston"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2022,2426,2928,0.599,"McKenzie, Triston"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2023,5354,221,0.568,"McKenzie, Triston"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2024,5575,1221,0.772,"McKenzie, Triston"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2025,6796,97,0.31,"McKenzie, Triston"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2021,509,1917,0.435,"McKenzie, Triston"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2022,2426,2928,0.503,"McKenzie, Triston"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2023,5354,221,0.477,"McKenzie, Triston"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2024,5575,1221,0.504,"McKenzie, Triston"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2025,6796,97,0.299,"McKenzie, Triston"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2021,178,1206,0.59,"Houck, Tanner"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2022,1384,838,0.603,"Houck, Tanner"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2023,2222,1649,0.505,"Houck, Tanner"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2024,3871,2651,0.648,"Houck, Tanner"
2,"[2020, 2021, 2022, 2023, 2024, 2025]",2025,6522,660,0.581,"Houck, Tanner"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2021,178,1206,0.424,"Houck, Tanner"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2022,1384,838,0.629,"Houck, Tanner"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2023,2222,1649,0.331,"Houck, Tanner"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2024,3871,2651,0.629,"Houck, Tanner"
3,"[2020, 2021, 2022, 2023, 2024, 2025]",2025,6522,660,0.546,"Houck, Tanner"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2021,178,1206,0.465,"Houck, Tanner"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2022,1384,838,0.604,"Houck, Tanner"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2023,2222,1649,0.621,"Houck, Tanner"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2024,3871,2651,0.537,"Houck, Tanner"
4,"[2020, 2021, 2022, 2023, 2024, 2025]",2025,6522,660,0.391,"Houck, Tanner"
5,"[2020, 2021, 2022, 2023, 2024, 2025]",2024,3871,2651,0.719,"Houck, Tanner"
5,"[2020, 2021, 2022, 2023, 2024, 2025]",2025,6522,660,0.364,"Houck, Tanner"
6,"[2020, 2021, 2022, 2023, 2024, 2025]",2025,6522,660,0.385,"Houck, Tanner"
2,"[2020, 2021, 2023, 2024, 2025]",2021,78,940,0.237,"Crochet, Garrett"
2,"[2020, 2021, 2023, 2024, 2025]",2023,1018,284,0.798,"Crochet, Garrett"
2,"[2020, 2021, 2023, 2024, 2025]",2024,1302,2306,0.242,"Crochet, Garrett"
2,"[2020, 2021, 2023, 2024, 2025]",2025,3608,3158,0.239,"Crochet, Garrett"
3,"[2020, 2021, 2023, 2024, 2025]",2021,78,940,0.42,"Crochet, Garrett"
3,"[2020, 2021, 2023, 2024, 2025]",2023,1018,284,0.502,"Crochet, Garrett"
3,"[2020, 2021, 2023, 2024, 2025]",2024,1302,2306,0.205,"Crochet, Garrett"
3,"[2020, 2021, 2023, 2024, 2025]",2025,3608,3158,0.242,"Crochet, Garrett"
4,"[2020, 2021, 2023, 2024, 2025]",2021,78,940,0.619,"Crochet, Garrett"
4,"[2020, 2021, 2023, 2024, 2025]",2023,1018,284,0.488,"Crochet, Garrett"
4,"[2020, 2021, 2023, 2024, 2025]",2024,1302,2306,0.206,"Crochet, Garrett"
4,"[2020, 2021, 2023, 2024, 2025]",2025,3608,3158,0.274,"Crochet, Garrett"
5,"[2020, 2021, 2023, 2024, 2025]",2025,3608,3158,0.636,"Crochet, Garrett"
6,"[2020, 2021, 2023, 2024, 2025]",2025,3608,3158,0.638,"Crochet, Garrett"
2,"[2021, 2022, 2023, 2024, 2025]",2022,2050,3011,0.452,"Gilbert, Logan"
2,"[2021, 2022, 2023, 2024, 2025]",2023,5061,2829,0.375,"Gilbert, Logan"
2,"[2021, 2022, 2023, 2024, 2025]",2024,7890,2946,0.146,"Gilbert, Logan"
2,"[2021, 2022, 2023, 2024, 2025]",2025,10836,2270,0.287,"Gilbert, Logan"
3,"[2021, 2022, 2023, 2024, 2025]",2022,2050,3011,0.488,"Gilbert, Logan"
3,"[2021, 2022, 2023, 2024, 2025]",2023,5061,2829,0.418,"Gilbert, Logan"
3,"[2021, 2022, 2023, 2024, 2025]",2024,7890,2946,0.161,"Gilbert, Logan"
3,"[2021, 2022, 2023, 2024, 2025]",2025,10836,2270,0.637,"Gilbert, Logan"
4,"[2021, 2022, 2023, 2024, 2025]",2022,2050,3011,0.419,"Gilbert, Logan"
4,"[2021, 2022, 2023, 2024, 2025]",2023,5061,2829,0.5,"Gilbert, Logan"
4,"[2021, 2022, 2023, 2024, 2025]",2024,7890,2946,0.178,"Gilbert, Logan"
4,"[2021, 2022, 2023, 2024, 2025]",2025,10836,2270,0.617,"Gilbert, Logan"
5,"[2021, 2022, 2023, 2024, 2025]",2022,2050,3011,0.457,"Gilbert, Logan"
5,"[2021, 2022, 2023, 2024, 2025]",2023,5061,2829,0.58,"Gilbert, Logan"
5,"[2021, 2022, 2023, 2024, 2025]",2024,7890,2946,0.273,"Gilbert, Logan"
5,"[2021, 2022, 2023, 2024, 2025]",2025,10836,2270,0.365,"Gilbert, Logan"
6,"[2021, 2022, 2023, 2024, 2025]",2022,2050,3011,0.461,"Gilbert, Logan"
6,"[2021, 2022, 2023, 2024, 2025]",2023,5061,2829,0.596,"Gilbert, Logan"
6,"[2021, 2022, 2023, 2024, 2025]",2024,7890,2946,0.429,"Gilbert, Logan"
6,"[2021, 2022, 2023, 2024, 2025]",2025,10836,2270,0.63,"Gilbert, Logan"
7,"[2021, 2022, 2023, 2024, 2025]",2022,2050,3011,0.456,"Gilbert, Logan"
7,"[2021, 2022, 2023, 2024, 2025]",2023,5061,2829,0.52,"Gilbert, Logan"
7,"[2021, 2022, 2023, 2024, 2025]",2024,7890,2946,0.464,"Gilbert, Logan"
7,"[2021, 2022, 2023, 2024, 2025]",2025,10836,2270,0.598,"Gilbert, Logan"
2,"[2021, 2022, 2023, 2024, 2025]",2022,1394,775,0.58,"Ober, Bailey"
2,"[2021, 2022, 2023, 2024, 2025]",2023,2169,2318,0.315,"Ober, Bailey"
2,"[2021, 2022, 2023, 2024, 2025]",2024,4487,2639,0.22,"Ober, Bailey"
2,"[2021, 2022, 2023, 2024, 2025]",2025,7126,2277,0.45,"Ober, Bailey"
3,"[2021, 2022, 2023, 2024, 2025]",2022,1394,775,0.769,"Ober, Bailey"
3,"[2021, 2022, 2023, 2024, 2025]",2023,2169,2318,0.43,"Ober, Bailey"
3,"[2021, 2022, 2023, 2024, 2025]",2024,4487,2639,0.691,"Ober, Bailey"
3,"[2021, 2022, 2023, 2024, 2025]",2025,7126,2277,0.432,"Ober, Bailey"
4,"[2021, 2022, 2023, 2024, 2025]",2022,1394,775,0.722,"Ober, Bailey"
4,"[2021, 2022, 2023, 2024, 2025]",2023,2169,2318,0.423,"Ober, Bailey"
4,"[2021, 2022, 2023, 2024, 2025]",2024,4487,2639,0.639,"Ober, Bailey"
4,"[2021, 2022, 2023, 2024, 2025]",2025,7126,2277,0.64,"Ober, Bailey"
5,"[2021, 2022, 2023, 2024, 2025]",2022,1394,775,0.537,"Ober, Bailey"
5,"[2021, 2022, 2023, 2024, 2025]",2023,2169,2318,0.387,"Ober, Bailey"
5,"[2021, 2022, 2023, 2024, 2025]",2024,4487,2639,0.626,"Ober, Bailey"
5,"[2021, 2022, 2023, 2024, 2025]",2025,7126,2277,0.638,"Ober, Bailey"
2,"[2021, 2022, 2023, 2024, 2025]",2022,189,612,0.53,"Sánchez, Cristopher"
2,"[2021, 2022, 2023, 2024, 2025]",2023,801,1423,0.572,"Sánchez, Cristopher"
2,"[2021, 2022, 2023, 2024, 2025]",2024,2224,2789,0.455,"Sánchez, Cristopher"
2,"[2021, 2022, 2023, 2024, 2025]",2025,5013,2990,0.702,"Sánchez, Cristopher"
3,"[2021, 2022, 2023, 2024, 2025]",2022,189,612,0.351,"Sánchez, Cristopher"
3,"[2021, 2022, 2023, 2024, 2025]",2023,801,1423,0.577,"Sánchez, Cristopher"
3,"[2021, 2022, 2023, 2024, 2025]",2024,2224,2789,0.563,"Sánchez, Cristopher"
3,"[2021, 2022, 2023, 2024, 2025]",2025,5013,2990,0.711,"Sánchez, Cristopher"
2,"[2021, 2022, 2023, 2024, 2025]",2022,295,2103,0.318,"Detmers, Reid"
2,"[2021, 2022, 2023, 2024, 2025]",2023,2398,2505,0.084,"Detmers, Reid"
2,"[2021, 2022, 2023, 2024, 2025]",2024,4903,1468,0.249,"Detmers, Reid"
2,"[2021, 2022, 2023, 2024, 2025]",2025,6371,1043,0.412,"Detmers, Reid"
3,"[2021, 2022, 2023, 2024, 2025]",2022,295,2103,0.332,"Detmers, Reid"
3,"[2021, 2022, 2023, 2024, 2025]",2023,2398,2505,0.329,"Detmers, Reid"
3,"[2021, 2022, 2023, 2024, 2025]",2024,4903,1468,0.258,"Detmers, Reid"
3,"[2021, 2022, 2023, 2024, 2025]",2025,6371,1043,0.416,"Detmers, Reid"
4,"[2021, 2022, 2023, 2024, 2025]",2022,295,2103,0.33,"Detmers, Reid"
4,"[2021, 2022, 2023, 2024, 2025]",2023,2398,2505,0.431,"Detmers, Reid"
4,"[2021, 2022, 2023, 2024, 2025]",2024,4903,1468,0.399,"Detmers, Reid"
4,"[2021, 2022, 2023, 2024, 2025]",2025,6371,1043,0.426,"Detmers, Reid"
5,"[2021, 2022, 2023, 2024, 2025]",2023,2398,2505,0.422,"Detmers, Reid"
5,"[2021, 2022, 2023, 2024, 2025]",2024,4903,1468,0.457,"Detmers, Reid"
5,"[2021, 2022, 2023, 2024, 2025]",2025,6371,1043,0.421,"Detmers, Reid"
6,"[2021, 2022, 2023, 2024, 2025]",2023,2398,2505,0.37,"Detmers, Reid"
6,"[2021, 2022, 2023, 2024, 2025]",2024,4903,1468,0.438,"Detmers, Reid"
6,"[2021, 2022, 2023, 2024, 2025]",2025,6371,1043,0.409,"Detmers, Reid"
2,"[2022, 2023, 2024, 2025]",2023,1070,2763,0.578,"Sears, JP"
2,"[2022, 2023, 2024, 2025]",2024,3833,2774,0.418,"Sears, JP"
2,"[2022, 2023, 2024, 2025]",2025,6607,2259,0.494,"Sears, JP"
3,"[2022, 2023, 2024, 2025]",2023,1070,2763,0.862,"Sears, JP"
3,"[2022, 2023, 2024, 2025]",2024,3833,2774,0.751,"Sears, JP"
3,"[2022, 2023, 2024, 2025]",2025,6607,2259,0.761,"Sears, JP"
4,"[2022, 2023, 2024, 2025]",2023,1070,2763,0.861,"Sears, JP"
4,"[2022, 2023, 2024, 2025]",2024,3833,2774,0.668,"Sears, JP"
4,"[2022, 2023, 2024, 2025]",2025,6607,2259,0.72,"Sears, JP"
5,"[2022, 2023, 2024, 2025]",2024,3833,2774,0.637,"Sears, JP"
5,"[2022, 2023, 2024, 2025]",2025,6607,2259,0.708,"Sears, JP"
6,"[2022, 2023, 2024, 2025]",2024,3833,2774,0.595,"Sears, JP"
6,"[2022, 2023, 2024, 2025]",2025,6607,2259,0.694,"Sears, JP"
2,"[2022, 2023, 2024, 2025]",2023,2127,2726,0.471,"Kirby, George"
2,"[2022, 2023, 2024, 2025]",2024,4853,2865,0.394,"Kirby, George"
2,"[2022, 2023, 2024, 2025]",2025,7718,2313,0.058,"Kirby, George"
3,"[2022, 2023, 2024, 2025]",2023,2127,2726,0.545,"Kirby, George"
3,"[2022, 2023, 2024, 2025]",2024,4853,2865,0.563,"Kirby, George"
3,"[2022, 2023, 2024, 2025]",2025,7718,2313,0.538,"Kirby, George"
4,"[2022, 2023, 2024, 2025]",2023,2127,2726,0.488,"Kirby, George"
4,"[2022, 2023, 2024, 2025]",2024,4853,2865,0.463,"Kirby, George"
4,"[2022, 2023, 2024, 2025]",2025,7718,2313,0.495,"Kirby, George"
5,"[2022, 2023, 2024, 2025]",2023,2127,2726,0.412,"Kirby, George"
5,"[2022, 2023, 2024, 2025]",2024,4853,2865,0.449,"Kirby, George"
5,"[2022, 2023, 2024, 2025]",2025,7718,2313,0.504,"Kirby, George"
6,"[2022, 2023, 2024, 2025]",2023,2127,2726,0.382,"Kirby, George"
6,"[2022, 2023, 2024, 2025]",2024,4853,2865,0.447,"Kirby, George"
6,"[2022, 2023, 2024, 2025]",2025,7718,2313,0.463,"Kirby, George"
7,"[2022, 2023, 2024, 2025]",2024,4853,2865,0.407,"Kirby, George"
7,"[2022, 2023, 2024, 2025]",2025,7718,2313,0.453,"Kirby, George"
2,"[2022, 2023, 2024, 2025]",2023,660,579,0.019,"Pepiot, Ryan"
2,"[2022, 2023, 2024, 2025]",2024,1239,2050,0.133,"Pepiot, Ryan"
2,"[2022, 2023, 2024, 2025]",2025,3289,2519,0.114,"Pepiot, Ryan"
3,"[2022, 2023, 2024, 2025]",2023,660,579,0.643,"Pepiot, Ryan"
3,"[2022, 2023, 2024, 2025]",2024,1239,2050,0.646,"Pepiot, Ryan"
3,"[2022, 2023, 2024, 2025]",2025,3289,2519,0.763,"Pepiot, Ryan"
4,"[2022, 2023, 2024, 2025]",2023,660,579,0.422,"Pepiot, Ryan"
4,"[2022, 2023, 2024, 2025]",2024,1239,2050,0.176,"Pepiot, Ryan"
4,"[2022, 2023, 2024, 2025]",2025,3289,2519,0.771,"Pepiot, Ryan"
5,"[2022, 2023, 2024, 2025]",2025,3289,2519,0.836,"Pepiot, Ryan"
6,"[2022, 2023, 2024, 2025]",2025,3289,2519,0.809,"Pepiot, Ryan"
2,"[2023, 2024, 2025]",2024,526,992,0.964,"Miller, Mason"
2,"[2023, 2024, 2025]",2025,1518,994,0.957,"Miller, Mason"
3,"[2023, 2024, 2025]",2024,526,992,0.728,"Miller, Mason"
3,"[2023, 2024, 2025]",2025,1518,994,0.9,"Miller, Mason"
4,"[2023, 2024, 2025]",2024,526,992,0.768,"Miller, Mason"
4,"[2023, 2024, 2025]",2025,1518,994,0.71,"Miller, Mason"
2,"[2023, 2024, 2025]",2024,1990,2658,0.343,"Miller, Bryce"
2,"[2023, 2024, 2025]",2025,4648,1638,0.444,"Miller, Bryce"
3,"[2023, 2024, 2025]",2024,1990,2658,0.548,"Miller, Bryce"
3,"[2023, 2024, 2025]",2025,4648,1638,0.591,"Miller, Bryce"
4,"[2023, 2024, 2025]",2024,1990,2658,0.497,"Miller, Bryce"
4,"[2023, 2024, 2025]",2025,4648,1638,0.603,"Miller, Bryce"
5,"[2023, 2024, 2025]",2024,1990,2658,0.477,"Miller, Bryce"
5,"[2023, 2024, 2025]",2025,4648,1638,0.54,"Miller, Bryce"
6,"[2023, 2024, 2025]",2024,1990,2658,0.528,"Miller, Bryce"
6,"[2023, 2024, 2025]",2025,4648,1638,0.578,"Miller, Bryce"
7,"[2023, 2024, 2025]",2024,1990,2658,0.464,"Miller, Bryce"
7,"[2023, 2024, 2025]",2025,4648,1638,0.497,"Miller, Bryce"
2,"[2023, 2024, 2025]",2024,1852,2686,0.419,"Pfaadt, Brandon"
2,"[2023, 2024, 2025]",2025,4538,2833,0.305,"Pfaadt, Brandon"
3,"[2023, 2024, 2025]",2024,1852,2686,0.598,"Pfaadt, Brandon"
3,"[2023, 2024, 2025]",2025,4538,2833,0.416,"Pfaadt, Brandon"
4,"[2023, 2024, 2025]",2024,1852,2686,0.571,"Pfaadt, Brandon"
4,"[2023, 2024, 2025]",2025,4538,2833,0.45,"Pfaadt, Brandon"
5,"[2023, 2024, 2025]",2024,1852,2686,0.516,"Pfaadt, Brandon"
5,"[2023, 2024, 2025]",2025,4538,2833,0.459,"Pfaadt, Brandon"
2,"[2024, 2025]",holdout,3460,1484,0.332,"Skenes, Paul"
3,"[2024, 2025]",holdout,3460,1484,0.645,"Skenes, Paul"
4,"[2024, 2025]",holdout,3460,1484,0.648,"Skenes, Paul"
5,"[2024, 2025]",holdout,3460,1484,0.592,"Skenes, Paul"
6,"[2024, 2025]",holdout,3460,1484,0.512,"Skenes, Paul"
7,"[2024, 2025]",holdout,3460,1484,0.409,"Skenes, Paul"
